State/UT,District,ds,Category,y
Manipur,Imphal West,2020-07-01,DL,24.0
Manipur,Imphal West,2020-07-01,ECT,46.67
Manipur,Imphal West,2020-07-01,GP,46.43
Manipur,Imphal West,2020-07-01,IF,78.43
Manipur,Imphal West,2020-07-01,Outcome,44.48
Manipur,Imphal West,2020-07-01,Overall,257.15000000000003
Manipur,Imphal West,2020-07-01,SS,17.14
Manipur,Imphal West,2021-07-01,DL,22.0
Manipur,Imphal West,2021-07-01,ECT,77.78
Manipur,Imphal West,2021-07-01,GP,65.48
Manipur,Imphal West,2021-07-01,IF,68.63
Manipur,Imphal West,2021-07-01,Outcome,55.52
Manipur,Imphal West,2021-07-01,Overall,323.70000000000005
Manipur,Imphal West,2021-07-01,SS,34.29
Manipur,Jiribam,2018-07-01,DL,6.0
Manipur,Jiribam,2018-07-01,ECT,34.44
Manipur,Jiribam,2018-07-01,GP,42.86
Manipur,Jiribam,2018-07-01,IF,56.86
Manipur,Jiribam,2018-07-01,Outcome,41.38
Manipur,Jiribam,2018-07-01,Overall,198.68
Manipur,Jiribam,2018-07-01,SS,17.14
Manipur,Jiribam,2019-07-01,DL,8.0
Manipur,Jiribam,2019-07-01,ECT,40.0
Manipur,Jiribam,2019-07-01,GP,38.1
Manipur,Jiribam,2019-07-01,IF,60.78
Manipur,Jiribam,2019-07-01,Outcome,42.07
Manipur,Jiribam,2019-07-01,Overall,211.81
Manipur,Jiribam,2019-07-01,SS,22.86
Manipur,Jiribam,2020-07-01,DL,8.0
Manipur,Jiribam,2020-07-01,ECT,48.89
Manipur,Jiribam,2020-07-01,GP,45.24
Manipur,Jiribam,2020-07-01,IF,72.55
Manipur,Jiribam,2020-07-01,Outcome,43.45
Manipur,Jiribam,2020-07-01,Overall,232.42
Manipur,Jiribam,2020-07-01,SS,14.29
Manipur,Jiribam,2021-07-01,DL,14.0
Manipur,Jiribam,2021-07-01,ECT,65.56
Manipur,Jiribam,2021-07-01,GP,58.33
Manipur,Jiribam,2021-07-01,IF,68.63
Manipur,Jiribam,2021-07-01,Outcome,39.31
Manipur,Jiribam,2021-07-01,Overall,297.26
Manipur,Jiribam,2021-07-01,SS,51.43
Manipur,Kakching,2018-07-01,DL,22.0
Manipur,Kakching,2018-07-01,ECT,33.33
Manipur,Kakching,2018-07-01,GP,63.1
Manipur,Kakching,2018-07-01,IF,64.71
Manipur,Kakching,2018-07-01,Outcome,48.28
Manipur,Kakching,2018-07-01,Overall,234.28
Manipur,Kakching,2018-07-01,SS,2.86
Manipur,Kakching,2019-07-01,DL,22.0
Manipur,Kakching,2019-07-01,ECT,40.0
Manipur,Kakching,2019-07-01,GP,45.24
Manipur,Kakching,2019-07-01,IF,70.59
Manipur,Kakching,2019-07-01,Outcome,46.55
Manipur,Kakching,2019-07-01,Overall,244.38
Manipur,Kakching,2019-07-01,SS,20.0
Manipur,Kakching,2020-07-01,DL,20.0
Manipur,Kakching,2020-07-01,ECT,52.22
Manipur,Kakching,2020-07-01,GP,46.43
Manipur,Kakching,2020-07-01,IF,78.43
Manipur,Kakching,2020-07-01,Outcome,49.31
Manipur,Kakching,2020-07-01,Overall,266.39
Manipur,Kakching,2020-07-01,SS,20.0
Manipur,Kakching,2021-07-01,DL,30.0
Manipur,Kakching,2021-07-01,ECT,74.44
Manipur,Kakching,2021-07-01,GP,63.1
Manipur,Kakching,2021-07-01,IF,74.51
Manipur,Kakching,2021-07-01,Outcome,46.21
Manipur,Kakching,2021-07-01,Overall,336.83000000000004
Manipur,Kakching,2021-07-01,SS,48.57
Manipur,Kamjong,2018-07-01,DL,2.0
Manipur,Kamjong,2018-07-01,ECT,28.89
Manipur,Kamjong,2018-07-01,GP,42.86
Manipur,Kamjong,2018-07-01,IF,60.78
Manipur,Kamjong,2018-07-01,Outcome,38.28
Manipur,Kamjong,2018-07-01,Overall,187.1
Manipur,Kamjong,2018-07-01,SS,14.29
Manipur,Kamjong,2019-07-01,DL,2.0
Manipur,Kamjong,2019-07-01,ECT,31.11
Manipur,Kamjong,2019-07-01,GP,42.86
Manipur,Kamjong,2019-07-01,IF,72.55
Manipur,Kamjong,2019-07-01,Outcome,44.83
Manipur,Kamjong,2019-07-01,Overall,199.06
Manipur,Kamjong,2019-07-01,SS,5.71
Manipur,Kamjong,2020-07-01,DL,2.0
Manipur,Kamjong,2020-07-01,ECT,43.33
Manipur,Kamjong,2020-07-01,GP,41.67
Manipur,Kamjong,2020-07-01,IF,72.55
Manipur,Kamjong,2020-07-01,Outcome,46.9
Manipur,Kamjong,2020-07-01,Overall,223.59
Manipur,Kamjong,2020-07-01,SS,17.14
Manipur,Kamjong,2021-07-01,DL,6.0
Manipur,Kamjong,2021-07-01,ECT,71.11
Manipur,Kamjong,2021-07-01,GP,41.67
Manipur,Kamjong,2021-07-01,IF,62.75
Manipur,Kamjong,2021-07-01,Outcome,35.86
Manipur,Kamjong,2021-07-01,Overall,268.82
Manipur,Kamjong,2021-07-01,SS,51.43
Manipur,Kangpokpi,2018-07-01,DL,10.0
Manipur,Kangpokpi,2018-07-01,ECT,33.33
Manipur,Kangpokpi,2018-07-01,GP,44.05
Manipur,Kangpokpi,2018-07-01,IF,56.86
Manipur,Kangpokpi,2018-07-01,Outcome,43.79
Manipur,Kangpokpi,2018-07-01,Overall,188.03000000000003
Manipur,Kangpokpi,2018-07-01,SS,0.0
Manipur,Kangpokpi,2019-07-01,DL,10.0
Manipur,Kangpokpi,2019-07-01,ECT,36.67
Manipur,Kangpokpi,2019-07-01,GP,52.38
Manipur,Kangpokpi,2019-07-01,IF,35.29
Manipur,Kangpokpi,2019-07-01,Outcome,45.86
Manipur,Kangpokpi,2019-07-01,Overall,188.77
Manipur,Kangpokpi,2019-07-01,SS,8.57
Manipur,Kangpokpi,2020-07-01,DL,10.0
Manipur,Kangpokpi,2020-07-01,ECT,31.11
Manipur,Kangpokpi,2020-07-01,GP,40.48
Manipur,Kangpokpi,2020-07-01,IF,68.63
Manipur,Kangpokpi,2020-07-01,Outcome,44.48
Manipur,Kangpokpi,2020-07-01,Overall,203.27
Manipur,Kangpokpi,2020-07-01,SS,8.57
Manipur,Kangpokpi,2021-07-01,DL,10.0
Manipur,Kangpokpi,2021-07-01,ECT,58.89
Manipur,Kangpokpi,2021-07-01,GP,40.48
Manipur,Kangpokpi,2021-07-01,IF,68.63
Manipur,Kangpokpi,2021-07-01,Outcome,42.41
Manipur,Kangpokpi,2021-07-01,Overall,246.12
Manipur,Kangpokpi,2021-07-01,SS,25.71
Manipur,Noney,2018-07-01,DL,10.0
Manipur,Noney,2018-07-01,ECT,30.0
Manipur,Noney,2018-07-01,GP,44.05
Manipur,Noney,2018-07-01,IF,58.82
Manipur,Noney,2018-07-01,Outcome,41.72
Manipur,Noney,2018-07-01,Overall,190.3
Manipur,Noney,2018-07-01,SS,5.71
Manipur,Noney,2019-07-01,DL,12.0
Manipur,Noney,2019-07-01,ECT,34.44
Manipur,Noney,2019-07-01,GP,45.24
Manipur,Noney,2019-07-01,IF,66.67
Manipur,Noney,2019-07-01,Outcome,44.83
Manipur,Noney,2019-07-01,Overall,220.32
Manipur,Noney,2019-07-01,SS,17.14
Manipur,Noney,2020-07-01,DL,10.0
Manipur,Noney,2020-07-01,ECT,36.67
Manipur,Noney,2020-07-01,GP,47.62
Manipur,Noney,2020-07-01,IF,72.55
Manipur,Noney,2020-07-01,Outcome,48.28
Manipur,Noney,2020-07-01,Overall,235.12
Manipur,Noney,2020-07-01,SS,20.0
Manipur,Noney,2021-07-01,DL,12.0
Manipur,Noney,2021-07-01,ECT,52.22
Manipur,Noney,2021-07-01,GP,61.9
Manipur,Noney,2021-07-01,IF,72.55
Manipur,Noney,2021-07-01,Outcome,34.83
Manipur,Noney,2021-07-01,Overall,264.93
Manipur,Noney,2021-07-01,SS,31.43
Manipur,Pherzawl,2018-07-01,DL,8.0
Manipur,Pherzawl,2018-07-01,ECT,32.22
Manipur,Pherzawl,2018-07-01,GP,36.9
Manipur,Pherzawl,2018-07-01,IF,56.86
Manipur,Pherzawl,2018-07-01,Outcome,38.28
Manipur,Pherzawl,2018-07-01,Overall,186.55
Manipur,Pherzawl,2018-07-01,SS,14.29
Manipur,Pherzawl,2019-07-01,DL,8.0
Manipur,Pherzawl,2019-07-01,ECT,38.89
Manipur,Pherzawl,2019-07-01,GP,50.0
Manipur,Pherzawl,2019-07-01,IF,58.82
Manipur,Pherzawl,2019-07-01,Outcome,37.93
Manipur,Pherzawl,2019-07-01,Overall,216.5
Manipur,Pherzawl,2019-07-01,SS,22.86
Manipur,Pherzawl,2020-07-01,DL,6.0
Manipur,Pherzawl,2020-07-01,ECT,51.11
Manipur,Pherzawl,2020-07-01,GP,33.33
Manipur,Pherzawl,2020-07-01,IF,70.59
Manipur,Pherzawl,2020-07-01,Outcome,38.97
Manipur,Pherzawl,2020-07-01,Overall,217.14
Manipur,Pherzawl,2020-07-01,SS,17.14
Manipur,Pherzawl,2021-07-01,DL,6.0
Manipur,Pherzawl,2021-07-01,ECT,66.67
Manipur,Pherzawl,2021-07-01,GP,55.95
Manipur,Pherzawl,2021-07-01,IF,62.75
Manipur,Pherzawl,2021-07-01,Outcome,29.66
Manipur,Pherzawl,2021-07-01,Overall,269.6
Manipur,Pherzawl,2021-07-01,SS,48.57
Manipur,Senapati,2018-07-01,DL,8.0
Manipur,Senapati,2018-07-01,ECT,23.33
Manipur,Senapati,2018-07-01,GP,44.05
Manipur,Senapati,2018-07-01,IF,56.86
Manipur,Senapati,2018-07-01,Outcome,41.38
Manipur,Senapati,2018-07-01,Overall,179.32999999999998
Manipur,Senapati,2018-07-01,SS,5.71
Manipur,Senapati,2019-07-01,DL,12.0
Manipur,Senapati,2019-07-01,ECT,30.0
Manipur,Senapati,2019-07-01,GP,47.62
Manipur,Senapati,2019-07-01,IF,68.63
Manipur,Senapati,2019-07-01,Outcome,44.83
Manipur,Senapati,2019-07-01,Overall,208.79
Manipur,Senapati,2019-07-01,SS,5.71
Manipur,Senapati,2020-07-01,DL,10.0
Manipur,Senapati,2020-07-01,ECT,47.78
Manipur,Senapati,2020-07-01,GP,58.33
Manipur,Senapati,2020-07-01,IF,70.59
Manipur,Senapati,2020-07-01,Outcome,48.62
Manipur,Senapati,2020-07-01,Overall,255.32
Manipur,Senapati,2020-07-01,SS,20.0
Manipur,Senapati,2021-07-01,DL,12.0
Manipur,Senapati,2021-07-01,ECT,63.33
Manipur,Senapati,2021-07-01,GP,63.1
Manipur,Senapati,2021-07-01,IF,68.63
Manipur,Senapati,2021-07-01,Outcome,43.1
Manipur,Senapati,2021-07-01,Overall,284.45
Manipur,Senapati,2021-07-01,SS,34.29
Manipur,Tamenglong,2018-07-01,DL,8.0
Manipur,Tamenglong,2018-07-01,ECT,34.44
Manipur,Tamenglong,2018-07-01,GP,41.67
Manipur,Tamenglong,2018-07-01,IF,60.78
Manipur,Tamenglong,2018-07-01,Outcome,43.45
Manipur,Tamenglong,2018-07-01,Overall,191.20000000000005
Manipur,Tamenglong,2018-07-01,SS,2.86
Manipur,Tamenglong,2019-07-01,DL,10.0
Manipur,Tamenglong,2019-07-01,ECT,47.78
Manipur,Tamenglong,2019-07-01,GP,42.86
Manipur,Tamenglong,2019-07-01,IF,70.59
Manipur,Tamenglong,2019-07-01,Outcome,41.72
Manipur,Tamenglong,2019-07-01,Overall,247.24
Manipur,Tamenglong,2019-07-01,SS,34.29
Manipur,Tamenglong,2020-07-01,DL,8.0
Manipur,Tamenglong,2020-07-01,ECT,44.44
Manipur,Tamenglong,2020-07-01,GP,38.1
Manipur,Tamenglong,2020-07-01,IF,72.55
Manipur,Tamenglong,2020-07-01,Outcome,44.14
Manipur,Tamenglong,2020-07-01,Overall,218.66
Manipur,Tamenglong,2020-07-01,SS,11.43
Manipur,Tamenglong,2021-07-01,DL,14.0
Manipur,Tamenglong,2021-07-01,ECT,56.67
Manipur,Tamenglong,2021-07-01,GP,40.48
Manipur,Tamenglong,2021-07-01,IF,70.59
Manipur,Tamenglong,2021-07-01,Outcome,38.62
Manipur,Tamenglong,2021-07-01,Overall,263.22
Manipur,Tamenglong,2021-07-01,SS,42.86
Manipur,Tengnoupal,2018-07-01,DL,10.0
Manipur,Tengnoupal,2018-07-01,ECT,30.0
Manipur,Tengnoupal,2018-07-01,GP,55.95
Manipur,Tengnoupal,2018-07-01,IF,54.9
Manipur,Tengnoupal,2018-07-01,Outcome,47.59
Manipur,Tengnoupal,2018-07-01,Overall,204.15000000000003
Manipur,Tengnoupal,2018-07-01,SS,5.71
Manipur,Tengnoupal,2019-07-01,DL,12.0
Manipur,Tengnoupal,2019-07-01,ECT,33.33
Manipur,Tengnoupal,2019-07-01,GP,45.24
Manipur,Tengnoupal,2019-07-01,IF,60.78
Manipur,Tengnoupal,2019-07-01,Outcome,47.93
Manipur,Tengnoupal,2019-07-01,Overall,222.14
Manipur,Tengnoupal,2019-07-01,SS,22.86
Manipur,Tengnoupal,2020-07-01,DL,10.0
Manipur,Tengnoupal,2020-07-01,ECT,45.56
Manipur,Tengnoupal,2020-07-01,GP,35.71
Manipur,Tengnoupal,2020-07-01,IF,74.51
Manipur,Tengnoupal,2020-07-01,Outcome,47.93
Manipur,Tengnoupal,2020-07-01,Overall,225.14
Manipur,Tengnoupal,2020-07-01,SS,11.43
Manipur,Tengnoupal,2021-07-01,DL,6.0
Manipur,Tengnoupal,2021-07-01,ECT,54.44
Manipur,Tengnoupal,2021-07-01,GP,44.05
Manipur,Tengnoupal,2021-07-01,IF,66.67
Manipur,Tengnoupal,2021-07-01,Outcome,38.28
Manipur,Tengnoupal,2021-07-01,Overall,243.73
Manipur,Tengnoupal,2021-07-01,SS,34.29
Manipur,Thoubal,2018-07-01,DL,12.0
Manipur,Thoubal,2018-07-01,ECT,25.56
Manipur,Thoubal,2018-07-01,GP,50.0
Manipur,Thoubal,2018-07-01,IF,58.82
Manipur,Thoubal,2018-07-01,Outcome,47.59
Manipur,Thoubal,2018-07-01,Overall,193.97
Manipur,Thoubal,2018-07-01,SS,0.0
Manipur,Thoubal,2019-07-01,DL,18.0
Manipur,Thoubal,2019-07-01,ECT,37.78
Manipur,Thoubal,2019-07-01,GP,63.1
Manipur,Thoubal,2019-07-01,IF,70.59
Manipur,Thoubal,2019-07-01,Outcome,46.55
Manipur,Thoubal,2019-07-01,Overall,276.02000000000004
Manipur,Thoubal,2019-07-01,SS,40.0
Manipur,Thoubal,2020-07-01,DL,16.0
Manipur,Thoubal,2020-07-01,ECT,43.33
Manipur,Thoubal,2020-07-01,GP,48.81
Manipur,Thoubal,2020-07-01,IF,74.51
Manipur,Thoubal,2020-07-01,Outcome,46.21
Manipur,Thoubal,2020-07-01,Overall,246.0
Manipur,Thoubal,2020-07-01,SS,17.14
Manipur,Thoubal,2021-07-01,DL,10.0
Manipur,Thoubal,2021-07-01,ECT,51.11
Manipur,Thoubal,2021-07-01,GP,52.38
Manipur,Thoubal,2021-07-01,IF,70.59
Manipur,Thoubal,2021-07-01,Outcome,46.9
Manipur,Thoubal,2021-07-01,Overall,256.69
Manipur,Thoubal,2021-07-01,SS,25.71
Manipur,Ukhrul,2018-07-01,DL,8.0
Manipur,Ukhrul,2018-07-01,ECT,26.67
Manipur,Ukhrul,2018-07-01,GP,44.05
Manipur,Ukhrul,2018-07-01,IF,58.82
Manipur,Ukhrul,2018-07-01,Outcome,40.34
Manipur,Ukhrul,2018-07-01,Overall,177.88
Manipur,Ukhrul,2018-07-01,SS,0.0
Manipur,Ukhrul,2019-07-01,DL,10.0
Manipur,Ukhrul,2019-07-01,ECT,42.22
Manipur,Ukhrul,2019-07-01,GP,41.67
Manipur,Ukhrul,2019-07-01,IF,64.71
Manipur,Ukhrul,2019-07-01,Outcome,40.0
Manipur,Ukhrul,2019-07-01,Overall,210.03000000000003
Manipur,Ukhrul,2019-07-01,SS,11.43
Manipur,Ukhrul,2020-07-01,DL,10.0
Manipur,Ukhrul,2020-07-01,ECT,36.67
Manipur,Ukhrul,2020-07-01,GP,41.67
Manipur,Ukhrul,2020-07-01,IF,60.78
Manipur,Ukhrul,2020-07-01,Outcome,43.45
Manipur,Ukhrul,2020-07-01,Overall,201.14
Manipur,Ukhrul,2020-07-01,SS,8.57
Manipur,Ukhrul,2021-07-01,DL,16.0
Manipur,Ukhrul,2021-07-01,ECT,55.56
Manipur,Ukhrul,2021-07-01,GP,44.05
Manipur,Ukhrul,2021-07-01,IF,68.63
Manipur,Ukhrul,2021-07-01,Outcome,38.97
Manipur,Ukhrul,2021-07-01,Overall,254.64
Manipur,Ukhrul,2021-07-01,SS,31.43
Meghalaya,East Garo Hills,2018-07-01,DL,6.0
Meghalaya,East Garo Hills,2018-07-01,ECT,38.89
Meghalaya,East Garo Hills,2018-07-01,GP,36.9
Meghalaya,East Garo Hills,2018-07-01,IF,45.1
Meghalaya,East Garo Hills,2018-07-01,Outcome,29.66
Meghalaya,East Garo Hills,2018-07-01,Overall,193.69000000000003
Meghalaya,East Garo Hills,2018-07-01,SS,37.14
Meghalaya,East Garo Hills,2019-07-01,DL,6.0
Meghalaya,East Garo Hills,2019-07-01,ECT,38.89
Meghalaya,East Garo Hills,2019-07-01,GP,39.29
Meghalaya,East Garo Hills,2019-07-01,IF,47.06
Meghalaya,East Garo Hills,2019-07-01,Outcome,31.38
Meghalaya,East Garo Hills,2019-07-01,Overall,202.62
Meghalaya,East Garo Hills,2019-07-01,SS,40.0
Meghalaya,East Garo Hills,2020-07-01,DL,4.0
Meghalaya,East Garo Hills,2020-07-01,ECT,43.33
Meghalaya,East Garo Hills,2020-07-01,GP,50.0
Meghalaya,East Garo Hills,2020-07-01,IF,13.73
Meghalaya,East Garo Hills,2020-07-01,Outcome,31.03
Meghalaya,East Garo Hills,2020-07-01,Overall,187.8
Meghalaya,East Garo Hills,2020-07-01,SS,45.71
Meghalaya,East Garo Hills,2021-07-01,DL,8.0
Meghalaya,East Garo Hills,2021-07-01,ECT,45.56
Meghalaya,East Garo Hills,2021-07-01,GP,53.57
Meghalaya,East Garo Hills,2021-07-01,IF,54.9
Meghalaya,East Garo Hills,2021-07-01,Outcome,29.31
Meghalaya,East Garo Hills,2021-07-01,Overall,245.63
Meghalaya,East Garo Hills,2021-07-01,SS,54.29
Meghalaya,East Jaintia Hills,2018-07-01,DL,4.0
Meghalaya,East Jaintia Hills,2018-07-01,ECT,31.11
Meghalaya,East Jaintia Hills,2018-07-01,GP,52.38
Meghalaya,East Jaintia Hills,2018-07-01,IF,47.06
Meghalaya,East Jaintia Hills,2018-07-01,Outcome,32.41
Meghalaya,East Jaintia Hills,2018-07-01,Overall,184.1
Meghalaya,East Jaintia Hills,2018-07-01,SS,17.14
Meghalaya,East Jaintia Hills,2019-07-01,DL,6.0
Meghalaya,East Jaintia Hills,2019-07-01,ECT,30.0
Meghalaya,East Jaintia Hills,2019-07-01,GP,55.95
Meghalaya,East Jaintia Hills,2019-07-01,IF,49.02
Meghalaya,East Jaintia Hills,2019-07-01,Outcome,35.86
Meghalaya,East Jaintia Hills,2019-07-01,Overall,193.97
Meghalaya,East Jaintia Hills,2019-07-01,SS,17.14
Meghalaya,East Jaintia Hills,2020-07-01,DL,6.0
Meghalaya,East Jaintia Hills,2020-07-01,ECT,30.0
Meghalaya,East Jaintia Hills,2020-07-01,GP,53.57
Meghalaya,East Jaintia Hills,2020-07-01,IF,43.14
Meghalaya,East Jaintia Hills,2020-07-01,Outcome,36.21
Meghalaya,East Jaintia Hills,2020-07-01,Overall,186.06
Meghalaya,East Jaintia Hills,2020-07-01,SS,17.14
Meghalaya,East Jaintia Hills,2021-07-01,DL,10.0
Meghalaya,East Jaintia Hills,2021-07-01,ECT,30.0
Meghalaya,East Jaintia Hills,2021-07-01,GP,64.29
Meghalaya,East Jaintia Hills,2021-07-01,IF,58.82
Meghalaya,East Jaintia Hills,2021-07-01,Outcome,31.38
Meghalaya,East Jaintia Hills,2021-07-01,Overall,211.63
Meghalaya,East Jaintia Hills,2021-07-01,SS,17.14
Meghalaya,East Khasi Hills,2018-07-01,DL,12.0
Meghalaya,East Khasi Hills,2018-07-01,ECT,46.67
Meghalaya,East Khasi Hills,2018-07-01,GP,52.38
Meghalaya,East Khasi Hills,2018-07-01,IF,39.22
Meghalaya,East Khasi Hills,2018-07-01,Outcome,43.1
Meghalaya,East Khasi Hills,2018-07-01,Overall,219.08
Meghalaya,East Khasi Hills,2018-07-01,SS,25.71
Meghalaya,East Khasi Hills,2019-07-01,DL,12.0
Meghalaya,East Khasi Hills,2019-07-01,ECT,43.33
Meghalaya,East Khasi Hills,2019-07-01,GP,58.33
Meghalaya,East Khasi Hills,2019-07-01,IF,50.98
Meghalaya,East Khasi Hills,2019-07-01,Outcome,44.48
Meghalaya,East Khasi Hills,2019-07-01,Overall,237.69
Meghalaya,East Khasi Hills,2019-07-01,SS,28.57
Meghalaya,East Khasi Hills,2020-07-01,DL,12.0
Meghalaya,East Khasi Hills,2020-07-01,ECT,48.89
Meghalaya,East Khasi Hills,2020-07-01,GP,59.52
Meghalaya,East Khasi Hills,2020-07-01,IF,43.14
Meghalaya,East Khasi Hills,2020-07-01,Outcome,43.79
Meghalaya,East Khasi Hills,2020-07-01,Overall,235.91
Meghalaya,East Khasi Hills,2020-07-01,SS,28.57
Meghalaya,East Khasi Hills,2021-07-01,DL,14.0
Meghalaya,East Khasi Hills,2021-07-01,ECT,54.44
Meghalaya,East Khasi Hills,2021-07-01,GP,70.24
Meghalaya,East Khasi Hills,2021-07-01,IF,66.67
Meghalaya,East Khasi Hills,2021-07-01,Outcome,42.41
Meghalaya,East Khasi Hills,2021-07-01,Overall,276.33
Meghalaya,East Khasi Hills,2021-07-01,SS,28.57
Meghalaya,North Garo Hills,2018-07-01,DL,2.0
Meghalaya,North Garo Hills,2018-07-01,ECT,34.44
Meghalaya,North Garo Hills,2018-07-01,GP,51.19
Meghalaya,North Garo Hills,2018-07-01,IF,35.29
Meghalaya,North Garo Hills,2018-07-01,Outcome,31.72
Meghalaya,North Garo Hills,2018-07-01,Overall,180.35
Meghalaya,North Garo Hills,2018-07-01,SS,25.71
Meghalaya,North Garo Hills,2019-07-01,DL,2.0
Meghalaya,North Garo Hills,2019-07-01,ECT,35.56
Meghalaya,North Garo Hills,2019-07-01,GP,52.38
Meghalaya,North Garo Hills,2019-07-01,IF,43.14
Meghalaya,North Garo Hills,2019-07-01,Outcome,31.38
Meghalaya,North Garo Hills,2019-07-01,Overall,190.17
Meghalaya,North Garo Hills,2019-07-01,SS,25.71
Meghalaya,North Garo Hills,2020-07-01,DL,4.0
Meghalaya,North Garo Hills,2020-07-01,ECT,36.67
Meghalaya,North Garo Hills,2020-07-01,GP,51.19
Meghalaya,North Garo Hills,2020-07-01,IF,37.25
Meghalaya,North Garo Hills,2020-07-01,Outcome,33.1
Meghalaya,North Garo Hills,2020-07-01,Overall,187.92
Meghalaya,North Garo Hills,2020-07-01,SS,25.71
Meghalaya,North Garo Hills,2021-07-01,DL,6.0
Meghalaya,North Garo Hills,2021-07-01,ECT,38.89
Meghalaya,North Garo Hills,2021-07-01,GP,53.57
Meghalaya,North Garo Hills,2021-07-01,IF,39.22
Meghalaya,North Garo Hills,2021-07-01,Outcome,28.97
Meghalaya,North Garo Hills,2021-07-01,Overall,192.36
Meghalaya,North Garo Hills,2021-07-01,SS,25.71
Meghalaya,Ri Bhoi,2018-07-01,DL,4.0
Meghalaya,Ri Bhoi,2018-07-01,ECT,43.33
Meghalaya,Ri Bhoi,2018-07-01,GP,53.57
Meghalaya,Ri Bhoi,2018-07-01,IF,47.06
Meghalaya,Ri Bhoi,2018-07-01,Outcome,33.45
Meghalaya,Ri Bhoi,2018-07-01,Overall,218.55
Meghalaya,Ri Bhoi,2018-07-01,SS,37.14
Meghalaya,Ri Bhoi,2019-07-01,DL,6.0
Meghalaya,Ri Bhoi,2019-07-01,ECT,43.33
Meghalaya,Ri Bhoi,2019-07-01,GP,53.57
Meghalaya,Ri Bhoi,2019-07-01,IF,49.02
Meghalaya,Ri Bhoi,2019-07-01,Outcome,35.17
Meghalaya,Ri Bhoi,2019-07-01,Overall,224.23
Meghalaya,Ri Bhoi,2019-07-01,SS,37.14
Meghalaya,Ri Bhoi,2020-07-01,DL,6.0
Meghalaya,Ri Bhoi,2020-07-01,ECT,43.33
Meghalaya,Ri Bhoi,2020-07-01,GP,52.38
Meghalaya,Ri Bhoi,2020-07-01,IF,41.18
Meghalaya,Ri Bhoi,2020-07-01,Outcome,36.21
Meghalaya,Ri Bhoi,2020-07-01,Overall,216.24
Meghalaya,Ri Bhoi,2020-07-01,SS,37.14
Meghalaya,Ri Bhoi,2021-07-01,DL,8.0
Meghalaya,Ri Bhoi,2021-07-01,ECT,46.67
Meghalaya,Ri Bhoi,2021-07-01,GP,54.76
Meghalaya,Ri Bhoi,2021-07-01,IF,58.82
Meghalaya,Ri Bhoi,2021-07-01,Outcome,32.07
Meghalaya,Ri Bhoi,2021-07-01,Overall,248.89
Meghalaya,Ri Bhoi,2021-07-01,SS,48.57
Meghalaya,South Garo Hills,2018-07-01,DL,2.0
Meghalaya,South Garo Hills,2018-07-01,ECT,35.56
Meghalaya,South Garo Hills,2018-07-01,GP,53.57
Meghalaya,South Garo Hills,2018-07-01,IF,35.29
Meghalaya,South Garo Hills,2018-07-01,Outcome,30.69
Meghalaya,South Garo Hills,2018-07-01,Overall,179.97
Meghalaya,South Garo Hills,2018-07-01,SS,22.86
Meghalaya,South Garo Hills,2019-07-01,DL,2.0
Meghalaya,South Garo Hills,2019-07-01,ECT,37.78
Meghalaya,South Garo Hills,2019-07-01,GP,57.14
Meghalaya,South Garo Hills,2019-07-01,IF,37.25
Meghalaya,South Garo Hills,2019-07-01,Outcome,26.55
Meghalaya,South Garo Hills,2019-07-01,Overall,183.58
Meghalaya,South Garo Hills,2019-07-01,SS,22.86
Meghalaya,South Garo Hills,2020-07-01,DL,2.0
Meghalaya,South Garo Hills,2020-07-01,ECT,36.67
Meghalaya,South Garo Hills,2020-07-01,GP,63.1
Meghalaya,South Garo Hills,2020-07-01,IF,29.41
Meghalaya,South Garo Hills,2020-07-01,Outcome,31.38
Meghalaya,South Garo Hills,2020-07-01,Overall,188.27
Meghalaya,South Garo Hills,2020-07-01,SS,25.71
Meghalaya,South Garo Hills,2021-07-01,DL,10.0
Meghalaya,South Garo Hills,2021-07-01,ECT,26.67
Meghalaya,South Garo Hills,2021-07-01,GP,60.71
Meghalaya,South Garo Hills,2021-07-01,IF,43.14
Meghalaya,South Garo Hills,2021-07-01,Outcome,31.38
Meghalaya,South Garo Hills,2021-07-01,Overall,197.61
Meghalaya,South Garo Hills,2021-07-01,SS,25.71
Meghalaya,South West Garo Hills,2018-07-01,DL,4.0
Meghalaya,South West Garo Hills,2018-07-01,ECT,37.78
Meghalaya,South West Garo Hills,2018-07-01,GP,67.86
Meghalaya,South West Garo Hills,2018-07-01,IF,35.29
Meghalaya,South West Garo Hills,2018-07-01,Outcome,33.1
Meghalaya,South West Garo Hills,2018-07-01,Overall,209.46
Meghalaya,South West Garo Hills,2018-07-01,SS,31.43
Meghalaya,South West Garo Hills,2019-07-01,DL,4.0
Meghalaya,South West Garo Hills,2019-07-01,ECT,40.0
Meghalaya,South West Garo Hills,2019-07-01,GP,69.05
Meghalaya,South West Garo Hills,2019-07-01,IF,37.25
Meghalaya,South West Garo Hills,2019-07-01,Outcome,31.72
Meghalaya,South West Garo Hills,2019-07-01,Overall,213.45
Meghalaya,South West Garo Hills,2019-07-01,SS,31.43
Meghalaya,South West Garo Hills,2020-07-01,DL,4.0
Meghalaya,South West Garo Hills,2020-07-01,ECT,42.22
Meghalaya,South West Garo Hills,2020-07-01,GP,70.24
