State/UT,District,ds,Category,y
Maharashtra,Osmanabad,2018-07-01,Outcome,53.79
Maharashtra,Osmanabad,2018-07-01,Overall,372.97
Maharashtra,Osmanabad,2018-07-01,SS,60.0
Maharashtra,Osmanabad,2019-07-01,DL,48.0
Maharashtra,Osmanabad,2019-07-01,ECT,85.56
Maharashtra,Osmanabad,2019-07-01,GP,55.95
Maharashtra,Osmanabad,2019-07-01,IF,72.55
Maharashtra,Osmanabad,2019-07-01,Outcome,58.62
Maharashtra,Osmanabad,2019-07-01,Overall,380.68
Maharashtra,Osmanabad,2019-07-01,SS,60.0
Maharashtra,Osmanabad,2020-07-01,DL,48.0
Maharashtra,Osmanabad,2020-07-01,ECT,93.33
Maharashtra,Osmanabad,2020-07-01,GP,67.86
Maharashtra,Osmanabad,2020-07-01,IF,86.27
Maharashtra,Osmanabad,2020-07-01,Outcome,59.66
Maharashtra,Osmanabad,2020-07-01,Overall,455.12
Maharashtra,Osmanabad,2020-07-01,SS,100.0
Maharashtra,Osmanabad,2021-07-01,DL,44.0
Maharashtra,Osmanabad,2021-07-01,ECT,93.33
Maharashtra,Osmanabad,2021-07-01,GP,63.1
Maharashtra,Osmanabad,2021-07-01,IF,84.31
Maharashtra,Osmanabad,2021-07-01,Outcome,56.55
Maharashtra,Osmanabad,2021-07-01,Overall,441.29
Maharashtra,Osmanabad,2021-07-01,SS,100.0
Maharashtra,Palghar,2018-07-01,DL,44.0
Maharashtra,Palghar,2018-07-01,ECT,86.67
Maharashtra,Palghar,2018-07-01,GP,53.57
Maharashtra,Palghar,2018-07-01,IF,82.35
Maharashtra,Palghar,2018-07-01,Outcome,51.72
Maharashtra,Palghar,2018-07-01,Overall,369.74
Maharashtra,Palghar,2018-07-01,SS,51.43
Maharashtra,Palghar,2019-07-01,DL,50.0
Maharashtra,Palghar,2019-07-01,ECT,85.56
Maharashtra,Palghar,2019-07-01,GP,50.0
Maharashtra,Palghar,2019-07-01,IF,72.55
Maharashtra,Palghar,2019-07-01,Outcome,52.41
Maharashtra,Palghar,2019-07-01,Overall,361.95
Maharashtra,Palghar,2019-07-01,SS,51.43
Maharashtra,Palghar,2020-07-01,DL,38.0
Maharashtra,Palghar,2020-07-01,ECT,93.33
Maharashtra,Palghar,2020-07-01,GP,66.67
Maharashtra,Palghar,2020-07-01,IF,84.31
Maharashtra,Palghar,2020-07-01,Outcome,54.14
Maharashtra,Palghar,2020-07-01,Overall,436.45
Maharashtra,Palghar,2020-07-01,SS,100.0
Maharashtra,Palghar,2021-07-01,DL,44.0
Maharashtra,Palghar,2021-07-01,ECT,93.33
Maharashtra,Palghar,2021-07-01,GP,72.62
Maharashtra,Palghar,2021-07-01,IF,88.24
Maharashtra,Palghar,2021-07-01,Outcome,53.79
Maharashtra,Palghar,2021-07-01,Overall,451.98
Maharashtra,Palghar,2021-07-01,SS,100.0
Maharashtra,Parbhani,2018-07-01,DL,38.0
Maharashtra,Parbhani,2018-07-01,ECT,85.56
Maharashtra,Parbhani,2018-07-01,GP,44.05
Maharashtra,Parbhani,2018-07-01,IF,70.59
Maharashtra,Parbhani,2018-07-01,Outcome,56.9
Maharashtra,Parbhani,2018-07-01,Overall,337.96000000000004
Maharashtra,Parbhani,2018-07-01,SS,42.86
Maharashtra,Parbhani,2019-07-01,DL,44.0
Maharashtra,Parbhani,2019-07-01,ECT,80.0
Maharashtra,Parbhani,2019-07-01,GP,78.57
Maharashtra,Parbhani,2019-07-01,IF,64.71
Maharashtra,Parbhani,2019-07-01,Outcome,56.9
Maharashtra,Parbhani,2019-07-01,Overall,395.61
Maharashtra,Parbhani,2019-07-01,SS,71.43
Maharashtra,Parbhani,2020-07-01,DL,38.0
Maharashtra,Parbhani,2020-07-01,ECT,87.78
Maharashtra,Parbhani,2020-07-01,GP,78.57
Maharashtra,Parbhani,2020-07-01,IF,66.67
Maharashtra,Parbhani,2020-07-01,Outcome,58.28
Maharashtra,Parbhani,2020-07-01,Overall,409.3
Maharashtra,Parbhani,2020-07-01,SS,80.0
Maharashtra,Parbhani,2021-07-01,DL,42.0
Maharashtra,Parbhani,2021-07-01,ECT,88.89
Maharashtra,Parbhani,2021-07-01,GP,78.57
Maharashtra,Parbhani,2021-07-01,IF,86.27
Maharashtra,Parbhani,2021-07-01,Outcome,53.1
Maharashtra,Parbhani,2021-07-01,Overall,440.26
Maharashtra,Parbhani,2021-07-01,SS,91.43
Maharashtra,Pune,2018-07-01,DL,52.0
Maharashtra,Pune,2018-07-01,ECT,62.22
Maharashtra,Pune,2018-07-01,GP,53.57
Maharashtra,Pune,2018-07-01,IF,52.94
Maharashtra,Pune,2018-07-01,Outcome,48.97
Maharashtra,Pune,2018-07-01,Overall,326.84
Maharashtra,Pune,2018-07-01,SS,57.14
Maharashtra,Pune,2019-07-01,DL,58.0
Maharashtra,Pune,2019-07-01,ECT,78.89
Maharashtra,Pune,2019-07-01,GP,66.67
Maharashtra,Pune,2019-07-01,IF,72.55
Maharashtra,Pune,2019-07-01,Outcome,56.21
Maharashtra,Pune,2019-07-01,Overall,383.75
Maharashtra,Pune,2019-07-01,SS,51.43
Maharashtra,Pune,2020-07-01,DL,50.0
Maharashtra,Pune,2020-07-01,ECT,94.44
Maharashtra,Pune,2020-07-01,GP,71.43
Maharashtra,Pune,2020-07-01,IF,94.12
Maharashtra,Pune,2020-07-01,Outcome,60.34
Maharashtra,Pune,2020-07-01,Overall,470.33
Maharashtra,Pune,2020-07-01,SS,100.0
Maharashtra,Pune,2021-07-01,DL,46.0
Maharashtra,Pune,2021-07-01,ECT,92.22
Maharashtra,Pune,2021-07-01,GP,72.62
Maharashtra,Pune,2021-07-01,IF,84.31
Maharashtra,Pune,2021-07-01,Outcome,55.86
Maharashtra,Pune,2021-07-01,Overall,451.01
Maharashtra,Pune,2021-07-01,SS,100.0
Maharashtra,Raigarh (Maharashtra),2018-07-01,DL,40.0
Maharashtra,Raigarh (Maharashtra),2018-07-01,ECT,64.44
Maharashtra,Raigarh (Maharashtra),2018-07-01,GP,27.38
Maharashtra,Raigarh (Maharashtra),2018-07-01,IF,62.75
Maharashtra,Raigarh (Maharashtra),2018-07-01,Outcome,56.21
Maharashtra,Raigarh (Maharashtra),2018-07-01,Overall,299.35
Maharashtra,Raigarh (Maharashtra),2018-07-01,SS,48.57
Maharashtra,Raigarh (Maharashtra),2019-07-01,DL,44.0
Maharashtra,Raigarh (Maharashtra),2019-07-01,ECT,66.67
Maharashtra,Raigarh (Maharashtra),2019-07-01,GP,30.95
Maharashtra,Raigarh (Maharashtra),2019-07-01,IF,50.98
Maharashtra,Raigarh (Maharashtra),2019-07-01,Outcome,56.55
Maharashtra,Raigarh (Maharashtra),2019-07-01,Overall,309.15
Maharashtra,Raigarh (Maharashtra),2019-07-01,SS,60.0
Maharashtra,Raigarh (Maharashtra),2020-07-01,DL,36.0
Maharashtra,Raigarh (Maharashtra),2020-07-01,ECT,91.11
Maharashtra,Raigarh (Maharashtra),2020-07-01,GP,66.67
Maharashtra,Raigarh (Maharashtra),2020-07-01,IF,88.24
Maharashtra,Raigarh (Maharashtra),2020-07-01,Outcome,60.34
Maharashtra,Raigarh (Maharashtra),2020-07-01,Overall,433.79
Maharashtra,Raigarh (Maharashtra),2020-07-01,SS,91.43
Maharashtra,Raigarh (Maharashtra),2021-07-01,DL,40.0
Maharashtra,Raigarh (Maharashtra),2021-07-01,ECT,92.22
Maharashtra,Raigarh (Maharashtra),2021-07-01,GP,64.29
Maharashtra,Raigarh (Maharashtra),2021-07-01,IF,86.27
Maharashtra,Raigarh (Maharashtra),2021-07-01,Outcome,58.28
Maharashtra,Raigarh (Maharashtra),2021-07-01,Overall,441.06
Maharashtra,Raigarh (Maharashtra),2021-07-01,SS,100.0
Maharashtra,Ratnagiri,2018-07-01,DL,42.0
Maharashtra,Ratnagiri,2018-07-01,ECT,13.33
Maharashtra,Ratnagiri,2018-07-01,GP,1.19
Maharashtra,Ratnagiri,2018-07-01,IF,70.59
Maharashtra,Ratnagiri,2018-07-01,Outcome,57.24
Maharashtra,Ratnagiri,2018-07-01,Overall,270.06
Maharashtra,Ratnagiri,2018-07-01,SS,85.71
Maharashtra,Ratnagiri,2019-07-01,DL,46.0
Maharashtra,Ratnagiri,2019-07-01,ECT,82.22
Maharashtra,Ratnagiri,2019-07-01,GP,51.19
Maharashtra,Ratnagiri,2019-07-01,IF,86.27
Maharashtra,Ratnagiri,2019-07-01,Outcome,65.17
Maharashtra,Ratnagiri,2019-07-01,Overall,387.99
Maharashtra,Ratnagiri,2019-07-01,SS,57.14
Maharashtra,Ratnagiri,2020-07-01,DL,38.0
Maharashtra,Ratnagiri,2020-07-01,ECT,92.22
Maharashtra,Ratnagiri,2020-07-01,GP,66.67
Maharashtra,Ratnagiri,2020-07-01,IF,84.31
Maharashtra,Ratnagiri,2020-07-01,Outcome,66.55
Maharashtra,Ratnagiri,2020-07-01,Overall,447.75
Maharashtra,Ratnagiri,2020-07-01,SS,100.0
Maharashtra,Ratnagiri,2021-07-01,DL,42.0
Maharashtra,Ratnagiri,2021-07-01,ECT,93.33
Maharashtra,Ratnagiri,2021-07-01,GP,69.05
Maharashtra,Ratnagiri,2021-07-01,IF,84.31
Maharashtra,Ratnagiri,2021-07-01,Outcome,57.93
Maharashtra,Ratnagiri,2021-07-01,Overall,446.62
Maharashtra,Ratnagiri,2021-07-01,SS,100.0
Maharashtra,Sangli,2018-07-01,DL,48.0
Maharashtra,Sangli,2018-07-01,ECT,87.78
Maharashtra,Sangli,2018-07-01,GP,39.29
Maharashtra,Sangli,2018-07-01,IF,78.43
Maharashtra,Sangli,2018-07-01,Outcome,57.24
Maharashtra,Sangli,2018-07-01,Overall,382.17
Maharashtra,Sangli,2018-07-01,SS,71.43
Maharashtra,Sangli,2019-07-01,DL,52.0
Maharashtra,Sangli,2019-07-01,ECT,87.78
Maharashtra,Sangli,2019-07-01,GP,33.33
Maharashtra,Sangli,2019-07-01,IF,62.75
Maharashtra,Sangli,2019-07-01,Outcome,58.97
Maharashtra,Sangli,2019-07-01,Overall,371.97
Maharashtra,Sangli,2019-07-01,SS,77.14
Maharashtra,Sangli,2020-07-01,DL,44.0
Maharashtra,Sangli,2020-07-01,ECT,95.56
Maharashtra,Sangli,2020-07-01,GP,69.05
Maharashtra,Sangli,2020-07-01,IF,74.51
Maharashtra,Sangli,2020-07-01,Outcome,59.66
Maharashtra,Sangli,2020-07-01,Overall,442.78
Maharashtra,Sangli,2020-07-01,SS,100.0
Maharashtra,Sangli,2021-07-01,DL,44.0
Maharashtra,Sangli,2021-07-01,ECT,95.56
Maharashtra,Sangli,2021-07-01,GP,71.43
Maharashtra,Sangli,2021-07-01,IF,72.55
Maharashtra,Sangli,2021-07-01,Outcome,58.28
Maharashtra,Sangli,2021-07-01,Overall,441.82
Maharashtra,Sangli,2021-07-01,SS,100.0
Maharashtra,Satara,2018-07-01,DL,52.0
Maharashtra,Satara,2018-07-01,ECT,13.33
Maharashtra,Satara,2018-07-01,GP,1.19
Maharashtra,Satara,2018-07-01,IF,56.86
Maharashtra,Satara,2018-07-01,Outcome,44.48
Maharashtra,Satara,2018-07-01,Overall,262.15
Maharashtra,Satara,2018-07-01,SS,94.29
Maharashtra,Satara,2019-07-01,DL,56.0
Maharashtra,Satara,2019-07-01,ECT,88.89
Maharashtra,Satara,2019-07-01,GP,63.1
Maharashtra,Satara,2019-07-01,IF,78.43
Maharashtra,Satara,2019-07-01,Outcome,66.21
Maharashtra,Satara,2019-07-01,Overall,435.49
Maharashtra,Satara,2019-07-01,SS,82.86
Maharashtra,Satara,2020-07-01,DL,48.0
Maharashtra,Satara,2020-07-01,ECT,94.44
Maharashtra,Satara,2020-07-01,GP,70.24
Maharashtra,Satara,2020-07-01,IF,80.39
Maharashtra,Satara,2020-07-01,Outcome,67.93
Maharashtra,Satara,2020-07-01,Overall,461.0
Maharashtra,Satara,2020-07-01,SS,100.0
Maharashtra,Satara,2021-07-01,DL,50.0
Maharashtra,Satara,2021-07-01,ECT,95.56
Maharashtra,Satara,2021-07-01,GP,80.95
Maharashtra,Satara,2021-07-01,IF,90.2
Maharashtra,Satara,2021-07-01,Outcome,58.97
Maharashtra,Satara,2021-07-01,Overall,475.68
Maharashtra,Satara,2021-07-01,SS,100.0
Maharashtra,Sindhudurg,2018-07-01,DL,46.0
Maharashtra,Sindhudurg,2018-07-01,ECT,23.33
Maharashtra,Sindhudurg,2018-07-01,GP,1.19
Maharashtra,Sindhudurg,2018-07-01,IF,62.75
Maharashtra,Sindhudurg,2018-07-01,Outcome,51.72
Maharashtra,Sindhudurg,2018-07-01,Overall,270.7
Maharashtra,Sindhudurg,2018-07-01,SS,85.71
Maharashtra,Sindhudurg,2019-07-01,DL,48.0
Maharashtra,Sindhudurg,2019-07-01,ECT,91.11
Maharashtra,Sindhudurg,2019-07-01,GP,51.19
Maharashtra,Sindhudurg,2019-07-01,IF,74.51
Maharashtra,Sindhudurg,2019-07-01,Outcome,62.41
Maharashtra,Sindhudurg,2019-07-01,Overall,384.36
Maharashtra,Sindhudurg,2019-07-01,SS,57.14
Maharashtra,Sindhudurg,2020-07-01,DL,38.0
Maharashtra,Sindhudurg,2020-07-01,ECT,90.0
Maharashtra,Sindhudurg,2020-07-01,GP,69.05
Maharashtra,Sindhudurg,2020-07-01,IF,72.55
Maharashtra,Sindhudurg,2020-07-01,Outcome,71.03
Maharashtra,Sindhudurg,2020-07-01,Overall,440.63
Maharashtra,Sindhudurg,2020-07-01,SS,100.0
Maharashtra,Sindhudurg,2021-07-01,DL,36.0
Maharashtra,Sindhudurg,2021-07-01,ECT,91.11
Maharashtra,Sindhudurg,2021-07-01,GP,66.67
Maharashtra,Sindhudurg,2021-07-01,IF,70.59
Maharashtra,Sindhudurg,2021-07-01,Outcome,62.41
Maharashtra,Sindhudurg,2021-07-01,Overall,426.78
Maharashtra,Sindhudurg,2021-07-01,SS,100.0
Maharashtra,Solapur,2018-07-01,DL,48.0
Maharashtra,Solapur,2018-07-01,ECT,85.56
Maharashtra,Solapur,2018-07-01,GP,69.05
Maharashtra,Solapur,2018-07-01,IF,80.39
Maharashtra,Solapur,2018-07-01,Outcome,59.31
Maharashtra,Solapur,2018-07-01,Overall,402.31
Maharashtra,Solapur,2018-07-01,SS,60.0
Maharashtra,Solapur,2019-07-01,DL,52.0
Maharashtra,Solapur,2019-07-01,ECT,85.56
Maharashtra,Solapur,2019-07-01,GP,67.86
Maharashtra,Solapur,2019-07-01,IF,78.43
Maharashtra,Solapur,2019-07-01,Outcome,60.69
Maharashtra,Solapur,2019-07-01,Overall,404.54
Maharashtra,Solapur,2019-07-01,SS,60.0
Maharashtra,Solapur,2020-07-01,DL,44.0
Maharashtra,Solapur,2020-07-01,ECT,90.0
Maharashtra,Solapur,2020-07-01,GP,63.1
Maharashtra,Solapur,2020-07-01,IF,88.24
Maharashtra,Solapur,2020-07-01,Outcome,60.0
Maharashtra,Solapur,2020-07-01,Overall,408.2000000000001
Maharashtra,Solapur,2020-07-01,SS,62.86
Maharashtra,Solapur,2021-07-01,DL,50.0
Maharashtra,Solapur,2021-07-01,ECT,96.67
Maharashtra,Solapur,2021-07-01,GP,70.24
Maharashtra,Solapur,2021-07-01,IF,66.67
Maharashtra,Solapur,2021-07-01,Outcome,61.38
Maharashtra,Solapur,2021-07-01,Overall,444.96
Maharashtra,Solapur,2021-07-01,SS,100.0
Maharashtra,Thane,2018-07-01,DL,52.0
Maharashtra,Thane,2018-07-01,ECT,81.11
Maharashtra,Thane,2018-07-01,GP,15.48
Maharashtra,Thane,2018-07-01,IF,50.98
Maharashtra,Thane,2018-07-01,Outcome,53.1
Maharashtra,Thane,2018-07-01,Overall,338.38
Maharashtra,Thane,2018-07-01,SS,85.71
Maharashtra,Thane,2019-07-01,DL,56.0
Maharashtra,Thane,2019-07-01,ECT,83.33
Maharashtra,Thane,2019-07-01,GP,71.43
Maharashtra,Thane,2019-07-01,IF,74.51
Maharashtra,Thane,2019-07-01,Outcome,53.79
Maharashtra,Thane,2019-07-01,Overall,401.92
Maharashtra,Thane,2019-07-01,SS,62.86
Maharashtra,Thane,2020-07-01,DL,50.0
Maharashtra,Thane,2020-07-01,ECT,93.33
Maharashtra,Thane,2020-07-01,GP,72.62
Maharashtra,Thane,2020-07-01,IF,70.59
Maharashtra,Thane,2020-07-01,Outcome,57.24
Maharashtra,Thane,2020-07-01,Overall,438.07
Maharashtra,Thane,2020-07-01,SS,94.29
Maharashtra,Thane,2021-07-01,DL,52.0
Maharashtra,Thane,2021-07-01,ECT,95.56
Maharashtra,Thane,2021-07-01,GP,78.57
Maharashtra,Thane,2021-07-01,IF,68.63
Maharashtra,Thane,2021-07-01,Outcome,54.48
Maharashtra,Thane,2021-07-01,Overall,449.24
Maharashtra,Thane,2021-07-01,SS,100.0
Maharashtra,Wardha,2018-07-01,DL,44.0
Maharashtra,Wardha,2018-07-01,ECT,80.0
Maharashtra,Wardha,2018-07-01,GP,59.52
Maharashtra,Wardha,2018-07-01,IF,76.47
Maharashtra,Wardha,2018-07-01,Outcome,49.66
Maharashtra,Wardha,2018-07-01,Overall,358.22
Maharashtra,Wardha,2018-07-01,SS,48.57
Maharashtra,Wardha,2019-07-01,DL,46.0
Maharashtra,Wardha,2019-07-01,ECT,80.0
Maharashtra,Wardha,2019-07-01,GP,58.33
Maharashtra,Wardha,2019-07-01,IF,80.39
Maharashtra,Wardha,2019-07-01,Outcome,49.31
Maharashtra,Wardha,2019-07-01,Overall,362.6
Maharashtra,Wardha,2019-07-01,SS,48.57
Maharashtra,Wardha,2020-07-01,DL,50.0
Maharashtra,Wardha,2020-07-01,ECT,91.11
Maharashtra,Wardha,2020-07-01,GP,70.24
Maharashtra,Wardha,2020-07-01,IF,80.39
Maharashtra,Wardha,2020-07-01,Outcome,51.03
Maharashtra,Wardha,2020-07-01,Overall,439.91
Maharashtra,Wardha,2020-07-01,SS,97.14
Maharashtra,Wardha,2021-07-01,DL,44.0
Maharashtra,Wardha,2021-07-01,ECT,94.44
Maharashtra,Wardha,2021-07-01,GP,69.05
Maharashtra,Wardha,2021-07-01,IF,88.24
Maharashtra,Wardha,2021-07-01,Outcome,51.72
Maharashtra,Wardha,2021-07-01,Overall,447.45
Maharashtra,Wardha,2021-07-01,SS,100.0
Maharashtra,Washim,2018-07-01,DL,44.0
Maharashtra,Washim,2018-07-01,ECT,88.89
Maharashtra,Washim,2018-07-01,GP,42.86
Maharashtra,Washim,2018-07-01,IF,76.47
Maharashtra,Washim,2018-07-01,Outcome,54.83
Maharashtra,Washim,2018-07-01,Overall,392.76
Maharashtra,Washim,2018-07-01,SS,85.71
Maharashtra,Washim,2019-07-01,DL,46.0
Maharashtra,Washim,2019-07-01,ECT,87.78
Maharashtra,Washim,2019-07-01,GP,70.24
Maharashtra,Washim,2019-07-01,IF,72.55
Maharashtra,Washim,2019-07-01,Outcome,59.66
Maharashtra,Washim,2019-07-01,Overall,404.8
Maharashtra,Washim,2019-07-01,SS,68.57
Maharashtra,Washim,2020-07-01,DL,36.0
Maharashtra,Washim,2020-07-01,ECT,92.22
Maharashtra,Washim,2020-07-01,GP,67.86
Maharashtra,Washim,2020-07-01,IF,56.86
Maharashtra,Washim,2020-07-01,Outcome,61.03
Maharashtra,Washim,2020-07-01,Overall,408.2600000000001
Maharashtra,Washim,2020-07-01,SS,94.29
Maharashtra,Washim,2021-07-01,DL,40.0
Maharashtra,Washim,2021-07-01,ECT,91.11
Maharashtra,Washim,2021-07-01,GP,69.05
Maharashtra,Washim,2021-07-01,IF,76.47
Maharashtra,Washim,2021-07-01,Outcome,58.28
Maharashtra,Washim,2021-07-01,Overall,434.91
Maharashtra,Washim,2021-07-01,SS,100.0
Maharashtra,Yavatmal,2018-07-01,DL,34.0
Maharashtra,Yavatmal,2018-07-01,ECT,85.56
Maharashtra,Yavatmal,2018-07-01,GP,66.67
Maharashtra,Yavatmal,2018-07-01,IF,90.2
Maharashtra,Yavatmal,2018-07-01,Outcome,42.76
Maharashtra,Yavatmal,2018-07-01,Overall,379.19
Maharashtra,Yavatmal,2018-07-01,SS,60.0
Maharashtra,Yavatmal,2019-07-01,DL,38.0
Maharashtra,Yavatmal,2019-07-01,ECT,83.33
Maharashtra,Yavatmal,2019-07-01,GP,65.48
Maharashtra,Yavatmal,2019-07-01,IF,90.2
Maharashtra,Yavatmal,2019-07-01,Outcome,48.97
Maharashtra,Yavatmal,2019-07-01,Overall,397.41
Maharashtra,Yavatmal,2019-07-01,SS,71.43
Maharashtra,Yavatmal,2020-07-01,DL,46.0
Maharashtra,Yavatmal,2020-07-01,ECT,92.22
Maharashtra,Yavatmal,2020-07-01,GP,70.24
Maharashtra,Yavatmal,2020-07-01,IF,94.12
Maharashtra,Yavatmal,2020-07-01,Outcome,48.97
Maharashtra,Yavatmal,2020-07-01,Overall,445.84
Maharashtra,Yavatmal,2020-07-01,SS,94.29
Maharashtra,Yavatmal,2021-07-01,DL,36.0
Maharashtra,Yavatmal,2021-07-01,ECT,94.44
Maharashtra,Yavatmal,2021-07-01,GP,75.0
Maharashtra,Yavatmal,2021-07-01,IF,88.24
Maharashtra,Yavatmal,2021-07-01,Outcome,50.69
Maharashtra,Yavatmal,2021-07-01,Overall,441.51
Maharashtra,Yavatmal,2021-07-01,SS,97.14
Manipur,Bishnupur,2018-07-01,DL,18.0
Manipur,Bishnupur,2018-07-01,ECT,26.67
Manipur,Bishnupur,2018-07-01,GP,42.86
Manipur,Bishnupur,2018-07-01,IF,58.82
Manipur,Bishnupur,2018-07-01,Outcome,42.76
Manipur,Bishnupur,2018-07-01,Overall,189.11
Manipur,Bishnupur,2018-07-01,SS,0.0
Manipur,Bishnupur,2019-07-01,DL,20.0
Manipur,Bishnupur,2019-07-01,ECT,30.0
Manipur,Bishnupur,2019-07-01,GP,44.05
Manipur,Bishnupur,2019-07-01,IF,70.59
Manipur,Bishnupur,2019-07-01,Outcome,41.03
Manipur,Bishnupur,2019-07-01,Overall,219.96
Manipur,Bishnupur,2019-07-01,SS,14.29
Manipur,Bishnupur,2020-07-01,DL,18.0
Manipur,Bishnupur,2020-07-01,ECT,31.11
Manipur,Bishnupur,2020-07-01,GP,44.05
Manipur,Bishnupur,2020-07-01,IF,72.55
Manipur,Bishnupur,2020-07-01,Outcome,44.14
Manipur,Bishnupur,2020-07-01,Overall,226.99
Manipur,Bishnupur,2020-07-01,SS,17.14
Manipur,Bishnupur,2021-07-01,DL,22.0
Manipur,Bishnupur,2021-07-01,ECT,50.0
Manipur,Bishnupur,2021-07-01,GP,61.9
Manipur,Bishnupur,2021-07-01,IF,70.59
Manipur,Bishnupur,2021-07-01,Outcome,38.62
Manipur,Bishnupur,2021-07-01,Overall,260.25
Manipur,Bishnupur,2021-07-01,SS,17.14
Manipur,Chandel,2018-07-01,DL,6.0
Manipur,Chandel,2018-07-01,ECT,25.56
Manipur,Chandel,2018-07-01,GP,47.62
Manipur,Chandel,2018-07-01,IF,58.82
Manipur,Chandel,2018-07-01,Outcome,44.48
Manipur,Chandel,2018-07-01,Overall,185.34
Manipur,Chandel,2018-07-01,SS,2.86
Manipur,Chandel,2019-07-01,DL,8.0
Manipur,Chandel,2019-07-01,ECT,31.11
Manipur,Chandel,2019-07-01,GP,42.86
Manipur,Chandel,2019-07-01,IF,64.71
Manipur,Chandel,2019-07-01,Outcome,47.59
Manipur,Chandel,2019-07-01,Overall,219.98
Manipur,Chandel,2019-07-01,SS,25.71
Manipur,Chandel,2020-07-01,DL,8.0
Manipur,Chandel,2020-07-01,ECT,35.56
Manipur,Chandel,2020-07-01,GP,36.9
Manipur,Chandel,2020-07-01,IF,70.59
Manipur,Chandel,2020-07-01,Outcome,47.59
Manipur,Chandel,2020-07-01,Overall,210.07
Manipur,Chandel,2020-07-01,SS,11.43
Manipur,Chandel,2021-07-01,DL,6.0
Manipur,Chandel,2021-07-01,ECT,60.0
Manipur,Chandel,2021-07-01,GP,50.0
Manipur,Chandel,2021-07-01,IF,68.63
Manipur,Chandel,2021-07-01,Outcome,38.28
Manipur,Chandel,2021-07-01,Overall,251.48
Manipur,Chandel,2021-07-01,SS,28.57
Manipur,Churachandpur,2018-07-01,DL,12.0
Manipur,Churachandpur,2018-07-01,ECT,25.56
Manipur,Churachandpur,2018-07-01,GP,42.86
Manipur,Churachandpur,2018-07-01,IF,56.86
Manipur,Churachandpur,2018-07-01,Outcome,47.24
Manipur,Churachandpur,2018-07-01,Overall,184.52
Manipur,Churachandpur,2018-07-01,SS,0.0
Manipur,Churachandpur,2019-07-01,DL,14.0
Manipur,Churachandpur,2019-07-01,ECT,31.11
Manipur,Churachandpur,2019-07-01,GP,42.86
Manipur,Churachandpur,2019-07-01,IF,70.59
Manipur,Churachandpur,2019-07-01,Outcome,44.83
Manipur,Churachandpur,2019-07-01,Overall,209.1
Manipur,Churachandpur,2019-07-01,SS,5.71
Manipur,Churachandpur,2020-07-01,DL,16.0
Manipur,Churachandpur,2020-07-01,ECT,42.22
Manipur,Churachandpur,2020-07-01,GP,38.1
Manipur,Churachandpur,2020-07-01,IF,74.51
Manipur,Churachandpur,2020-07-01,Outcome,45.17
Manipur,Churachandpur,2020-07-01,Overall,224.57
Manipur,Churachandpur,2020-07-01,SS,8.57
Manipur,Churachandpur,2021-07-01,DL,10.0
Manipur,Churachandpur,2021-07-01,ECT,65.56
Manipur,Churachandpur,2021-07-01,GP,60.71
Manipur,Churachandpur,2021-07-01,IF,74.51
Manipur,Churachandpur,2021-07-01,Outcome,45.52
Manipur,Churachandpur,2021-07-01,Overall,276.3
Manipur,Churachandpur,2021-07-01,SS,20.0
Manipur,Imphal East,2018-07-01,DL,18.0
Manipur,Imphal East,2018-07-01,ECT,23.33
Manipur,Imphal East,2018-07-01,GP,44.05
Manipur,Imphal East,2018-07-01,IF,60.78
Manipur,Imphal East,2018-07-01,Outcome,45.86
Manipur,Imphal East,2018-07-01,Overall,192.02
Manipur,Imphal East,2018-07-01,SS,0.0
Manipur,Imphal East,2019-07-01,DL,20.0
Manipur,Imphal East,2019-07-01,ECT,27.78
Manipur,Imphal East,2019-07-01,GP,45.24
Manipur,Imphal East,2019-07-01,IF,72.55
Manipur,Imphal East,2019-07-01,Outcome,45.17
Manipur,Imphal East,2019-07-01,Overall,216.45
Manipur,Imphal East,2019-07-01,SS,5.71
Manipur,Imphal East,2020-07-01,DL,20.0
Manipur,Imphal East,2020-07-01,ECT,42.22
Manipur,Imphal East,2020-07-01,GP,33.33
Manipur,Imphal East,2020-07-01,IF,76.47
Manipur,Imphal East,2020-07-01,Outcome,46.55
Manipur,Imphal East,2020-07-01,Overall,238.57
Manipur,Imphal East,2020-07-01,SS,20.0
Manipur,Imphal East,2021-07-01,DL,20.0
Manipur,Imphal East,2021-07-01,ECT,72.22
Manipur,Imphal East,2021-07-01,GP,63.1
Manipur,Imphal East,2021-07-01,IF,72.55
Manipur,Imphal East,2021-07-01,Outcome,50.0
Manipur,Imphal East,2021-07-01,Overall,309.3
Manipur,Imphal East,2021-07-01,SS,31.43
Manipur,Imphal West,2018-07-01,DL,22.0
Manipur,Imphal West,2018-07-01,ECT,24.44
Manipur,Imphal West,2018-07-01,GP,58.33
Manipur,Imphal West,2018-07-01,IF,62.75
Manipur,Imphal West,2018-07-01,Outcome,43.45
Manipur,Imphal West,2018-07-01,Overall,222.4
Manipur,Imphal West,2018-07-01,SS,11.43
Manipur,Imphal West,2019-07-01,DL,26.0
Manipur,Imphal West,2019-07-01,ECT,30.0
Manipur,Imphal West,2019-07-01,GP,59.52
Manipur,Imphal West,2019-07-01,IF,68.63
Manipur,Imphal West,2019-07-01,Outcome,42.76
Manipur,Imphal West,2019-07-01,Overall,235.48
Manipur,Imphal West,2019-07-01,SS,8.57
